Posição	Código IBGE	Município	População
814º	2102002	Bom Jardim	41120
815º	2100600	Amarante do Maranhão	41106
816º	4311809	Marau	41059
817º	3554508	Tietê	41022
818º	2111508	São Mateus do Maranhão	40992
819º	5210406	Itaberaí	40872
820º	2807105	Simão Dias	40838
821º	4316402	Rosário do Sul	40727
822º	3102605	Andradas	40706
823º	3550100	São Manuel	40692
824º	2103505	Colinas	40575
825º	3107109	Boa Esperança	40530
826º	1300805	Borba	40464
827º	2913705	Inhambupe	40453
828º	2314003	Várzea Alegre	40440
829º	3517406	Guaíra	40287
830º	4111803	Jacarezinho	40263
831º	3533502	Novo Horizonte	40225
832º	2929206	São Francisco do Conde	40220
833º	3552106	Socorro	40220
834º	4117503	Paiçandu	40156
835º	5221601	Uruaçu	40082
836º	1200609	Tarauacá	40024
837º	1505908	Porto de Moz	39991
838º	5102678	Campo Verde	39933
839º	3204559	Santa Maria de Jetibá	39928
840º	2608800	Lajedo	39888
841º	2200400	Altos	39864
842º	4107207	Dois Vizinhos	39856
843º	4306601	Dom Pedrito	39822
844º	3104205	Arcos	39811
845º	4217204	São Miguel do Oeste	39793
846º	5105150	Juína	39779
847º	1100155	Ouro Preto do Oeste	39759
848º	2925204	Pojuca	39718
849º	2411205	Santa Cruz	39667
850º	1506203	Salinópolis	39569
851º	4204806	Curitibanos	39566
852º	3541505	Presidente Venceslau	39544
853º	3541604	Promissão	39506
854º	2305001	Guaraciaba do Norte	39445
855º	1503093	Goianésia do Pará	39352
856º	2306256	Itaitinga	39310
857º	1504901	Muaná	39231
858º	3518602	Guariba	39216
859º	3501707	Américo Brasiliense	39189
860º	3170800	Várzea da Palma	39128
861º	2203701	Esperantina	39078
862º	1100452	Buritis	39044
863º	2602209	Bom Jardim	39025
864º	4310603	Itaqui	39012
865º	4315701	Rio Pardo	39000
866º	1502905	Curuçá	38959
867º	3145901	Ouro Branco	38935
868º	4305355	Charqueadas	38899
869º	3539509	Pitangueiras	38889
870º	3109006	Brumadinho	38863
871º	5219308	Santa Helena de Goiás	38743
872º	3152204	Porteirinha	38741
873º	3203320	Marataízes	38670
874º	1100130	Machadinho d'Oeste	38609
875º	4306767	Eldorado do Sul	38581
876º	2205508	José de Freitas	38550
877º	1508084	Tucumã	38508
878º	3134400	Iturama	38484
879º	5000609	Amambai	38465
880º	1300300	Autazes	38454
881º	2928000	Santaluz	38422
882º	2108207	Pedreiras	38365
883º	3201407	Castelo	38304
884º	2600708	Aliança	38267
885º	2901007	Amargosa	38259
886º	2308005	Massapê	38210
887º	1500305	Afuá	38144
888º	2108306	Penalva	38144
889º	2207900	Pedro II	38127
890º	1100189	Pimenta Bueno	38051
891º	1303908	São Paulo de Olivença	38047
892º	2602308	Bonito	38044
893º	2929305	São Gonçalo dos Campos	38018
894º	3135050	Jaíba	37939
895º	2305902	Ipueiras	37896
896º	3112307	Capelinha	37867
897º	2910602	Esplanada	37845
898º	2602001	Bodocó	37816
899º	1503200	Igarapé-Açu	37753
900º	2408300	Nova Cruz	37695
901º	3304805	São Fidélis	37689
902º	2917003	Itiúba	37567
903º	4321501	Torres	37564
904º	1301100	Careiro	37399
905º	3204708	São Gabriel da Palha	37375
906º	3103405	Araçuaí	37361
907º	3141108	Matozinhos	37344
908º	2110203	Santa Rita	37090
909º	2310704	Pentecoste	37077
910º	2613107	São Caetano	37023
911º	2600104	Afogados da Ingazeira	37017
912º	4218004	Tijucas	36931
913º	3500709	Agudos	36880
914º	2921708	Morro do Chapéu	36856
915º	2605103	Custódia	36753
916º	2905800	Camamu	36644
917º	2804508	Nossa Senhora da Glória	36613
918º	2926400	Riacho de Santana	36439
919º	2207009	Oeiras	36432
920º	1303106	Nova Olinda do Norte	36431
921º	2600401	Água Preta	36371
922º	3505302	Barra Bonita	36331
923º	2401008	Apodi	36323
924º	2607653	Itambé	36320
925º	3502507	Aparecida	36279
926º	4205506	Fraiburgo	36261
927º	2916500	Itapicuru	36211
928º	3525706	José Bonifácio	36198
929º	2906808	Cansanção	36191
930º	5103254	Colniza	36161
931º	5007208	Rio Brilhante	36144
932º	2611002	Petrolândia	36108
933º	2102101	Brejo	36102
934º	3300605	Bom Jesus do Itabapoana	36068
935º	1502152	Canaã dos Carajás	36027
936º	4109609	Guaratuba	35986
937º	3101508	Além Paraíba	35866
938º	3306206	Vassouras	35768
939º	2924405	Pilão Arcado	35740
940º	4203600	Campos Novos	35710
941º	2614105	Sertânia	35670
942º	5218300	Posse	35574
943º	2706901	Pilar	35552
944º	2909901	Curaçá	35524
945º	3500303	Aguaí	35508
946º	2308401	Missão Velha	35409
947º	2302107	Baturité	35351
948º	4201307	Araquari	35268
949º	1702208	Araguatins	35216
950º	4213609	Porto União	35207
951º	3305000	São João da Barra	35174
952º	3500105	Adamantina	35139
953º	2904902	Cachoeira	35139
954º	2405801	João Câmara	35087
955º	4216305	São João Batista	35065
956º	2112407	Turiaçu	35063
957º	4318903	São Luiz Gonzaga	35057
958º	4309100	Gramado	35047
959º	3162104	São Gotardo	35016
960º	2708501	São Luís do Quitunde	34961
961º	4114807	Marialva	34955
962º	3521002	Iperó	34913
963º	4310108	Igrejinha	34903
964º	3550407	São Pedro	34898
965º	1301407	Eirunepé	34888
966º	4313706	Palmeira das Missões	34844
967º	1705508	Colinas do Tocantins	34839
968º	4112009	Jaguariaíva	34822
969º	2926301	Riachão do Jacuípe	34784
970º	3201902	Domingos Martins	34757
971º	4314803	Portão	34692
972º	2907806	Cícero Dantas	34676
973º	3132503	Itamarandiba	34661
974º	3513108	Cravinhos	34651
975º	4302808	Caçapava do Sul	34634
976º	3202801	Itapemirim	34628
977º	3505203	Bariri	34602
978º	1303536	Presidente Figueiredo	34574
979º	4114203	Mandaguari	34559
980º	2708808	São Sebastião	34551
981º	2805406	Poço Redondo	34529
982º	3151503	Piumhi	34525
983º	5104104	Guarantã do Norte	34500
984º	2917706	Jaguarari	34499
985º	2306900	Jaguaribe	34448
986º	2107803	Parnarama	34375
987º	3125101	Extrema	34344
988º	2313609	Ubajara	34332
989º	5209101	Goiatuba	34312
990º	2102036	Bom Jesus das Selvas	34278
991º	2402204	Canguaretama	34267
992º	3519303	Ibaté	34226
993º	2513901	São Bento	34215
994º	1300706	Boca do Acre	34176
995º	2902906	Barra do Choça	34121
996º	2210607	São Raimundo Nonato	34109
997º	2803203	Itaporanga d'Ajuda	34101
998º	4102000	Assis Chateaubriand	34064
999º	3128006	Guanhães	34054
1000º	2801306	Capela	34050
1001º	2414407	Touros	34043
1002º	4117701	Palmeira	34023
1003º	3544004	Rio das Pedras	33935
1004º	2310209	Paracuru	33894
1005º	2908507	Conceição do Jacuípe	33876
1006º	4122305	Rio Negro	33857
1007º	2603009	Cabrobó	33856
1008º	5105101	Juara	33851
1009º	3168002	Taiobeiras	33824
1010º	2613503	São José do Belmonte	33804
1011º	2307007	Jaguaruana	33740
1012º	3146008	Ouro Fino	33716
1013º	2613602	São José do Egito	33704
1014º	2110708	São Domingos do Maranhão	33691
1015º	2928901	São Desidério	33661
1016º	5101704	Barra do Bugres	33644
1017º	5106422	Peixoto de Azevedo	33630
1018º	4308607	Garibaldi	33624
1019º	3113305	Carangola	33559
1020º	5102637	Campo Novo do Parecis	33551
1021º	4120903	Quedas do Iguaçu	33543
1022º	1502806	Curralinho	33490
1023º	2608107	João Alfredo	33485
1024º	3546306	Santa Cruz das Palmeiras	33455
1025º	4115705	Matinhos	33450
1026º	2106607	Matões	33374
1027º	2909307	Correntina	33361
1028º	3520400	Ilhabela	33354
1029º	3513702	Descalvado	33346
1030º	5003306	Coxim	33323
1031º	2905602	Camacan	33310
1032º	2509701	Monteiro	33294
1033º	2506004	Esperança	33266
1034º	2911204	Gandu	33234
1035º	2206209	Miguel Alves	33209
1036º	1500503	Almeirim	33195
1037º	2106904	Monção	33156
1038º	4307807	Estrela	33140
1039º	5220108	São Luís de Montes Belos	33118
1040º	2112605	Urbano Santos	33038
1041º	1100098	Espigão d'Oeste	33030
1042º	2906303	Canavieiras	33002
1043º	2930154	Serra do Ramalho	32991
1044º	4108809	Guaíra	32974
1045º	3305752	Tanguá	32970
1046º	2923704	Paratinga	32967
1047º	1501956	Cachoeira do Piriá	32947
1048º	2704500	Maragogi	32940
1049º	3550209	São Miguel Arcanjo	32910
1050º	1502954	Eldorado dos Carajás	32892
1051º	3158953	Santana do Paraíso	32828
1052º	3508603	Cachoeira Paulista	32773
1053º	2512101	Pombal	32766
1054º	3108602	Brasília de Minas	32732
1055º	4111506	Ivaiporã	32720
1056º	3534609	Osvaldo Cruz	32709
1057º	3518206	Guararapes	32654
1058º	4202800	Braço do Norte	32648
1059º	2708402	São José da Tapera	32626
1060º	2310258	Paraipaba	32515
1061º	4122206	Rio Branco do Sul	32504
1062º	3502903	Araçoiaba da Serra	32495
1063º	2108504	Pindaré-Mirim	32488
1064º	4102406	Bandeirantes	32486
1065º	2605707	Floresta	32483
1066º	1503101	Gurupá	32458
1067º	2616308	Vicência	32429
1068º	1502756	Concórdia do Pará	32395
1069º	4113304	Laranjeiras do Sul	32379
1070º	2302305	Bela Cruz	32378
1071º	3200102	Afonso Cláudio	32361
1072º	1200302	Feijó	32360
1073º	4213203	Pomerode	32334
1074º	4119301	Pinhão	32322
1075º	5103205	Colíder	32298
1076º	2609501	Nazaré da Mata	32280
1077º	2112902	Vitória do Mearim	32267
1078º	3300233	Armação dos Búzios	32260
1079º	5210208	Iporá	32242
1080º	5106505	Poconé	32241
1081º	3531902	Morro Agudo	32220
1082º	3124302	Espinosa	32214
1083º	5215603	Padre Bernardo	32148
1084º	3200201	Alegre	32146
1085º	2100956	Arame	32145
1086º	2309300	Nova Russas	32035
1087º	2312007	Santana do Acaraú	32023
1088º	4119608	Pitanga	32015
1089º	3141801	Minas Novas	32009
1090º	2927200	Ruy Barbosa	32009
1091º	1303569	Rio Preto da Eva	32001
1092º	3105400	Barão de Cocais	31968
1093º	3505609	Barrinha	31921
1094º	1505437	Ourilândia do Norte	31921
1095º	3145307	Novo Cruzeiro	31884
1096º	2407203	Macau	31859
1097º	3546603	Santa Fé do Sul	31802
1098º	3200805	Baixo Guandu	31794
1099º	3506607	Biritiba Mirim	31793
1100º	2605301	Exu	31790
1101º	4110102	Imbituva	31719
1102º	3169356	Três Marias	31687
1103º	1503507	Irituia	31673
1104º	1505205	Oeiras do Pará	31619
1105º	3152006	Pompéu	31612
1106º	4304200	Candelária	31603
1107º	3201605	Conceição da Barra	31574
1108º	1300508	Barreirinha	31542
1109º	2914653	Itabela	31422
1110º	2906873	Capim Grosso	31392
1111º	4117909	Palotina	31366
1112º	4320800	Soledade	31361
1113º	2307502	Lavras da Mangabeira	31335
1114º	2100477	Alto Alegre do Pindaré	31312
1115º	4317301	Santa Vitória do Palmar	31274
1116º	3510005	Cândido Mota	31263
1117º	3202306	Guaçuí	31201
1118º	5217401	Pires do Rio	31151
1119º	2310308	Parambu	31137
1120º	1507201	São Domingos do Capim	31123
1121º	4109708	Ibaiti	31095
1122º	3165537	Sarzedo	31037
1123º	3526209	Juquitiba	31027
1124º	4212502	Penha	31025
1125º	3155603	Rio Pardo de Minas	31016
1126º	2113009	Vitorino Freire	30879
1127º	2109452	Raposa	30863
1128º	3114303	Carmo do Paranaíba	30861
1129º	4321451	Teutônia	30846
1130º	4308508	Frederico Westphalen	30832
1131º	4306403	Dois Irmãos	30753
1132º	1504455	Medicilândia	30726
1133º	2605905	Gameleira	30709
1134º	2103703	Cururupu	30706
1135º	3302254	Itatiaia	30703
1136º	5213087	Minaçu	30696
1137º	3157203	Santa Bárbara	30690
1138º	3140704	Mateus Leme	30678
1139º	3520301	Iguape	30644
1140º	2922300	Muritiba	30631
1141º	1507003	Santo Antônio do Tauá	30611
1142º	2504306	Catolé do Rocha	30534
1143º	2313104	Tabuleiro do Norte	30489
1144º	1500958	Aurora do Pará	30471
1145º	2409407	Pau dos Ferros	30452
1146º	2607307	Ipubi	30447
1147º	2606101	Glória do Goitá	30425
1148º	1504604	Mocajuba	30277
1149º	1302553	Manaquiri	30222
1150º	1505700	Ponta de Pedras	30219
1151º	3162922	São Joaquim de Bicas	30160
1152º	2615607	Trindade	30155
1153º	3510807	Casa Branca	30144
1154º	2907103	Carinhanha	30118
1155º	1505650	Placas	30109
1156º	1508035	Tracuateua	30108
1157º	2923803	Paripiranga	30075
1158º	3520103	Igarapava	30073
1159º	2905909	Campo Alegre de Lourdes	30048
1160º	3203007	Iúna	29896
1161º	2914505	Irará	29879
1162º	2805703	Propriá	29834
1163º	3542206	Rancharia	29821
1164º	1501105	Bagre	29808
1165º	2800605	Barra dos Coqueiros	29807
1166º	2205706	Luís Correia	29792
1167º	3538808	Piraju	29790
1168º	4217709	Sombrio	29710
1169º	2803609	Laranjeiras	29700
1170º	4108601	Goioerê	29664
1171º	3203056	Jaguaré	29642
1172º	4209003	Joaçaba	29608
1173º	4308201	Flores da Cunha	29603
1174º	2922508	Nazaré	29546
1175º	5103353	Confresa	29471
1176º	2917300	Ituberá	29428
1177º	2101004	Arari	29388
1178º	2801207	Canindé de São Francisco	29372
1179º	2925501	Prado	29326
1180º	3530102	Mirandópolis	29315
1181º	3300258	Arraial do Cabo	29304
1182º	5002407	Caarapó	29292
1183º	1504059	Mãe do Rio	29260
1184º	2923100	Olindina	29227
1185º	1301159	Careiro da Várzea	29190
1186º	3110608	Cambuí	29165
1187º	2928406	Santa Rita de Cássia	29146
1188º	1506005	Prainha	29067
1189º	3111606	Campos Gerais	29057
1190º	3205010	Sooretama	29038
1191º	2606606	Ibimirim	28985
1192º	3518305	Guararema	28978
1193º	2704203	Limoeiro de Anadia	28953
1194º	1100338	Nova Mamoré	28891
1195º	2610509	Passira	28889
1196º	3509254	Cajati	28870
1197º	2933000	Valente	28743
1198º	3551603	Serra Negra	28742
1199º	2805604	Porto da Folha	28735
1200º	3537909	Pilar do Sul	28718
1201º	1504307	Maracanã	28679
1202º	2112100	Timbiras	28635
1203º	2925907	Quijingue	28632
1204º	2705507	Murici	28579
1205º	2500304	Alagoa Grande	28565
1206º	2927705	Santa Cruz Cabrália	28552
1207º	3200409	Anchieta	28546
1208º	3525201	Jarinu	28540
1209º	5203302	Bela Vista de Goiás	28514
1210º	2105005	Humberto de Campos	28509
1211º	3119302	Coromandel	28508
1212º	2603207	Caetés	28500
1213º	2511202	Pedras de Fogo	28499
1214º	1500701	Anajás	28466
1215º	2106755	Miranda do Norte	28456
1216º	4311304	Lagoa Vermelha	28454
1217º	2914901	Itacaré	28382
1218º	2615003	Taquaritinga do Norte	28358
1219º	2309409	Novo Oriente	28353
1220º	1301001	Carauari	28337
1221º	3109402	Buritizeiro	28335
1222º	1501907	Bujaru	28331
1223º	2403608	Extremoz	28331
1224º	2208304	Piracuruca	28312
1225º	2102200	Buriti	28306
1226º	2614600	Tabira	28301
1227º	1301803	Ipixuna	28299
1228º	4322004	Triunfo	28289
1229º	3116605	Cláudio	28287
1230º	5214507	Nerópolis	28271
1231º	4104253	Campo Magro	28244
1232º	2919157	Lapão	28244
1233º	2308302	Milagres	28231
1234º	3304003	Piraí	28222
1235º	1400472	Rorainópolis	28215
1236º	4219705	Xaxim	28210
1237º	2110609	São Bernardo	28208
1238º	4311007	Jaguarão	28156
1239º	1504000	Limoeiro do Ajuru	28138
1240º	3139607	Mantena	28132
1241º	3160405	Santo Antônio do Monte	28115
1242º	4304804	Carlos Barbosa	28091
1243º	2401453	Baraúna	28085
1244º	4116901	Nova Esperança	28084
1245º	2925758	Presidente Tancredo Neves	28082
1246º	2709202	Traipu	28070
1247º	2913507	Iguaí	27939
1248º	4101606	Arapoti	27906
1249º	3526407	Laranjal Paulista	27890
1250º	2913200	Ibotirama	27862
1251º	1301308	Codajás	27817
1252º	3152808	Prata	27796
1253º	4202107	Barra Velha	27781
1254º	1300409	Barcelos	27743
1255º	3123601	Elói Mendes	27730
1256º	3151404	Pitangui	27706
1257º	2701001	Boca da Mata	27590
1258º	3547502	Santa Rita do Passa Quatro	27590
1259º	1504406	Marapanim	27569
1260º	3512209	Conchal	27554
1261º	2508307	Lagoa Seca	27543
1262º	3144003	Mutum	27528
1263º	2932309	Ubatã	27527
1264º	5005608	Miranda	27525
1265º	2921203	Miguel Calmon	27520
1266º	2707305	Porto Calvo	27501
1267º	4111258	Itaperuçu	27500
1268º	2928208	Santana	27492
1269º	4125704	São Miguel do Iguaçu	27461
1270º	2311603	Redenção	27441
1271º	2401107	Areia Branca	27401
1272º	3203403	Mimoso do Sul	27388
1273º	2408201	Nísia Floresta	27372
1274º	2922102	Mundo Novo	27364
1275º	2100709	Anajatuba	27352
1276º	2202703	Cocal	27338
1277º	5215702	Palmeiras de Goiás	27304
1278º	2907301	Castro Alves	27238
1279º	2302701	Campos Sales	27209
1280º	4321303	Taquari	27207
1281º	4318507	São José do Norte	27206
1282º	3204104	Pinheiros	27130
1283º	1500859	Anapu	27096
1284º	2307106	Jardim	27076
1285º	3144607	Nepomuceno	27053
1286º	3118809	Coração de Jesus	27052
1287º	3539202	Pirapozinho	27021
1288º	3303856	Paty do Alferes	26991
1289º	3538600	Piracaia	26991
1290º	2615805	Tupanatinga	26990
1291º	2307809	Marco	26981
1292º	2800670	Boquim	26961
1293º	2611309	Pombos	26960
1294º	3301876	Iguaba Grande	26936
1295º	2925006	Planalto	26915
1296º	1504505	Melgaço	26897
1297º	2303204	Caririaçu	26892
1298º	3514106	Dois Córregos	26891
1299º	2100436	Alto Alegre do Maranhão	26872
1300º	2906204	Canarana	26862
1301º	2105104	Icatu	26835
1302º	3117306	Conceição das Alagoas	26818
1303º	5200308	Alexânia	26770
1304º	5105622	Mirassol d'Oeste	26768
1305º	4121703	Reserva	26763
1306º	5210109	Ipameri	26747
1307º	1500347	Água Azul do Norte	26682
1308º	2906709	Cândido Sales	26674
1309º	4216503	São Joaquim	26646
1310º	5104807	Jaciara	26633
1311º	2804607	Nossa Senhora das Dores	26624
1312º	4321709	Três Coroas	26589
1313º	5211206	Itapuranga	26586
1314º	3300506	Bom Jardim	26566
1315º	2925808	Queimadas	26552
1316º	3303005	Miracema	26551
1317º	3520442	Ilha Solteira	26540
1318º	3162906	São João Nepomuceno	26538
1319º	3204054	Pedro Canário	26537
1320º	3521804	Itaí	26526
1321º	4313375	Nova Santa Rita	26450
1322º	2312700	Senador Pompeu	26447
1323º	3126703	Francisco Sá	26428
1324º	2201507	Batalha	26421
1325º	2610202	Panelas	26417
1326º	2901106	Amélia Rodrigues	26409
1327º	2100303	Aldeias Altas	26387
1328º	2516003	Solânea	26376
1329º	2908606	Conde	26371
1330º	2607752	Itapissuma	26338
1331º	2304954	Guaiúba	26331
1332º	2607505	Itaíba	26314
1333º	2301208	Aracoiaba	26269
1334º	2202901	Corrente	26205
1335º	4102109	Astorga	26196
1336º	2604601	Condado	26186
1337º	3106309	Belo Oriente	26158
1338º	2709400	Viçosa	26143
1339º	3529203	Martinópolis	26123
1340º	2404200	Goianinha	26068
1341º	3547601	Santa Rosa de Viterbo	26067
1342º	4322707	Vera Cruz	26024
1343º	2703106	Igaci	26022
1344º	3156908	Sacramento	25998
1345º	4205456	Forquilhinha	25988
1346º	2612406	Sanharó	25979
1347º	2305605	Independência	25967
1348º	2911105	Formosa do Rio Preto	25912
1349º	4123501	Santa Helena	25911
1350º	1507706	São Sebastião da Boa Vista	25904
1351º	5007695	São Gabriel do Oeste	25898
1352º	2911907	Iaçu	25884
1353º	3202454	Ibatiba	25882
1354º	3136652	Juatuba	25874
1355º	4306908	Encruzilhada do Sul	25872
1356º	3162401	São João da Ponte	25856
1357º	2611507	Quipapá	25831
1358º	3537404	Pereira Barreto	25790
1359º	2607604	Ilha de Itamaracá	25789
1360º	2932002	Uauá	25773
1361º	5005004	Jardim	25758
1362º	3553401	Tanabi	25723
1363º	3101102	Aimorés	25711
1364º	4114302	Mandirituba	25662
1365º	3509403	Cajuru	25655
1366º	2918357	João Dourado	25646
1367º	1709302	Guaraí	25642
1368º	3546702	Santa Gertrudes	25637
1369º	3556305	Valparaíso	25632
1370º	2105427	Itinga do Maranhão	25589
1371º	2705002	Mata Grande	25589
1372º	3135803	Jequitinhonha	25560
1373º	4313300	Nova Prata	25559
1374º	3169604	Tupaciguara	25538
1375º	2914406	Iraquara	25536
1376º	2112456	Turilândia	25533
1377º	2313203	Tamboril	25525
1378º	2111102	São João dos Patos	25520
1379º	3162005	São Gonçalo do Sapucaí	25517
1380º	1600501	Oiapoque	25514
1381º	4304663	Capão do Leão	25495
1382º	2922904	Nova Soure	25460
1383º	3134905	Jacutinga	25453
1384º	1100015	Alta Floresta d'Oeste	25437
1385º	4103602	Cambará	25401
1386º	2309458	Ocara	25394
